name,lat,lng,covid
"RA J 14, Old Roshanpura, Najfgarh, New Delhi",28.6053446,76.985399,6738174280
"
RZ-70, Sudan Garden, Najafgarh, New Delhi-110043",28.6051835,76.9857277,6738174280
"B-482, Gali no, 32, Mahvir Encalve, Part-2, New Delhi",28.6048758,77.0692875,6738174280
"1/55B, Behind Durga Mata Mandir, Madhu Vihar, Opp. Dwarka Sec 5, Delhi",28.604184,77.0601389,6738174280
"RZ-52 & RZ-57, RZ Block, Dharampura, Najafgarh, New Delhi-110043",28.6039124,77.0003067,6738174280
"
RZ-31 by 1, H-Block, Dharampura, Najafgarh, New Delhi-110043",28.6039124,77.0003067,6738174280
"C-225 & C-226, Roshan Vihar Part-II, C-Block Opp. BDO Office, Najafgarh,
New Delhi-110043",28.6031609,76.9851877,6738174280
"House No. 36, Gali No. 8A, Block- B1, Trishul Colony, Chhawla, New Delhi",28.6018808,77.0901578,7247581720
"RZ-51, G-Block, Dharmpura, Najafgarh, New Delhi-110043",28.6012052,77.0072405,3862392197
"B46 8th Floor, Sec 4, Plot no. 21, Rathnakar Appartment Dwarka, New Delhi",28.6002756,77.0451669,3862392197
"Flat No. B-B & A-1, Kailash Apartment, Sec-4, Dwarka, New Delhi",28.5994255,77.05207349999999,3862392197
"E 334 Gali No. 75 Mahavir Enclave, Delhi",28.599092,77.0823599,3862392197
"Flat No. 102, MEA Housing Complex, Sector-2, Dwarka, New Delhi",28.5969145,77.06735809999999,3862392098
"H.No. 10, H.No. 16, H.No. 18 and H.No. 25, Kumharo wali Gali Khaira village,
Najafgarh, New Delhi-110043",28.5968675,76.97146409999999,3862392098
"H.No. 10, H.No. 16, H.No. 18 and H.No. 25, Kumharo wali Gali Khaira village,
Najafgarh, New Delhi-110043",28.5968675,76.97146409999999,3862392098
"H.NO. 131 TO 186, E-BLOCK, GALI NO. 5, EAST VINOD NAGAR, EAST DELHI",28.5961583,77.085028,3862392098
"Hno 44, 45 & 46, D1 Blk, Old Mustafabad,Delhi",28.5961583,77.085028,3862392098
"House No. 233, Gali No. 5, Govind Vihar, Karawal Nagar, Delhi including left & right house and houses in front of them",28.5961583,77.085028,3862392098
"House No. B-47 A, Shyam Vihar, Phase-I, New Delhi",28.5955938,77.0031863,3862392098
"Residential Area of Village Paprawat, New Delhi",28.5954728,76.9800412,3862392098
"Flat No. 97, Inderprastha Apartment, Sector-12, Dwarka, New Delhi",28.5954273,77.04650529999999,3862392098
"B-396/29, Mahavir Enclave Part-2, New Delhi",28.5947875,77.083787,3862392098
"Gali containing H.No. 245/39 to H.No. 245/30, Gali No. 5, School Block,
Mandawali, Delhi-92",28.5946188,77.08724029999999,3862392098
"Gali containing H.No. 245/39 to H.No. 245/30, Gali No. 5, School Block,
Mandawali, Delhi-92",28.5946188,77.08724029999999,3862392098
"A-50, Gali No. 2, Mahavir Enclave, Delhi",28.5945388,77.08576459999999,3862392098
"454, Rama Apartment, Sector-11, Plot No.2, Dwarka, New Delhi",28.5941883,77.0514324,3862392098
"A 65, Mangla Puri, Phase 2, New Delhi",28.5931143,77.0872145,3862392098
"House No. A-62, Krishna Market, Shyam Vihar, New Delhi",28.5924339,77.0084955,3862392098
"RZF 579, Gali No. 41, Sadh Nagar, New Delhi",28.5908659,77.0915981,412331341
"H.No. B-845 to H.No. 259, B-Block, New Ashok Nagar, Delhi",28.5891169,77.3020569,851691463
"CN- 131, 133, 134, 135 & 137 of D-Block, Harizan Basti, Masoodpur, New
Delhi",28.5888692,77.0744343,412331341
"CN- 131, 133, 134, 135 & 137 of D-Block, Harizan Basti, Masoodpur, New
Delhi",28.5888692,77.0744343,412331341
"
H.NO. RZ 229, SHIVPURI PART-2, NEAR DEENPUR, NEW DELHI",28.5886174,76.997748,412331341
"East End Apartment, Tower/Block No.5, opposite New Ashok Nagar Metro Station, Mayur Vihar Phase 1 Ext., Delhi.",28.5878241,77.3020915,851689862
"Tower No. 17, East End Apartments, opposite New Ashok Nagar Metro
Station, Mayur Vihar, Ph.-I Ext., Delhi-110096",28.5878241,77.3020915,851689862
"H.no-1/3, Gali no-5, Hno-1/3, Gali no-6, H.no-1/3 H/1A, Gali no-8, East Azad
Nagar, Delhi – 51",28.5870666,77.08498759999999,3862390165
"
NZG – 490, Gali No. 8, Raj Nagar-II, Palam Colony, New Delhi.",28.5862763,77.0849669,3862390165
"PLOT NO. 89, GOYLA KHURD, QUTUB VIHAR (NEAR SECTOR 19 DWARKA)
NEW DELHI",28.5860795,77.0486422,3862390165
"Khasra no. 801, gali no. 3, Mama Bhanja Chowk, Kapashera",28.5860529,77.0906559,3862390165
"Flat No.1162, Akshardham Apartment, Sec-19, Pocket-3, Dwarka, New Delhi",28.586032,77.0491629,3862390165
"
RZG-100, Gali No. 2, Raj Nagar-II, Palam Colony, New Delhi.",28.5853805,77.0909492,3862390165
"
RZ 33/15C, Shyam Apartment, Raj Nagar-II, Palam Colony, New Delhi.",28.5847077,77.0758733,3862390165
"Flat No. 1002, Block G1A, Samridhi Apartment, Sector-18, Dwarka, New Delhi",28.5845725,77.0345233,3862390165
"RZ-09, RZ Block, Dharampura, Najafgarh, New Delhi",28.584503,77.075814,3862390165
"
Affected area of F & H Block of Raj Nagar Part -II , Palam colony, New delhi",28.5835975,77.08666459999999,3862390165
"Samman Bazar lane (Polygon “A”) & Church Road, (Polygon “B”, Between Shahi Hospital Road & Central Road, Bhogal, New Delhi.",28.5835772,77.2500348,2967053902
"Samman Bazar lane (Polygon “A”) & Church Road, (Polygon “B”, Between Shahi Hospital Road & Central Road, Bhogal, New Delhi.",28.5835772,77.2500348,2967053902
"Masjid Lane (Polygan ""A"") Between Sai Hospital Road & Central Road and
Masjid Lane (Polygan ""B"") Between Central Road & Temple Road, Bhogal, New Delhi",28.5818743,77.2474592,1805872638
"H.No. E-12/236, Gali No.12, Mukund Vihar, Delhi Including left & Right House and house in front of them.",28.5816996,77.07992569999999,4100572990
"C-31 & D-43 Palika Awas, Sarojini Nagar, New Delhi",28.5803409,77.19847779999999,7222087504
"B-261, 2nd Tower, Arunachal Apartment, sec-7, Dwarka, New Delhi",28.5795622,77.0761655,4100572990
"Whole Gali Covering H.No. 2010 to 2045 & 1996, Pillanji Village , Kotla Mubarkpur, Delhi",28.5791813,77.20135259999999,7257640939
"House No. 140, Gali No. 2, Phase-I, E-Block, Qutub Vihar, New Delhi.",28.5782501,77.0216283,4100572990
"H. No. 23 to 156 & 15 to 191, (Polygon”A”) & H No 230 -233 (Polygon”B”) Sunlight Colony –I , Delhi",28.5774322,77.26206719999999,1811495393
"Whole Gali Covering H.No.306 to 269 Sunlight Colony-I, Delhi",28.5774322,77.26206719999999,1811495393
"
H.No. 260 to 278 Hari Nagar Ashram, New Delhi",28.5746676,77.2562557,6748834038
"
D-531, PHASE-II, QUTUB VIHAR, NEW DELHI",28.57439,77.02232510000002,6645561147
"Two Blocks having flat no. 565-568 & 569-572, R.K. Puram, Sector-5, New
Delhi.",28.5737133,77.16910779999999,4231823424
"Two Blocks having flat no. 565-568 & 569-572, R.K. Puram, Sector-5, New
Delhi.",28.5737133,77.16910779999999,4231823424
"Entire gali of H.No. 361 & 362, Gali No. 13A, F-Block, Phase-VI, Aya Nagar, New Delhi",28.5716534,77.2412966,6542118949
"
Gali No. -07, Wazir Nagar, Kotla Mubarakpur, New Delhi",28.5710106,77.2257309,1805801956
"
H.No.5/37 to 5/57, Nehru Nagar New Delhi",28.5708319,77.25466109999999,2431985948
"Street of H.No. 1001 to 1008, Sector-7, R.K. Puram, New Delhi",28.570538,77.17271,4231823230
"H. No. 153/B, 4th Floor, Savitri Nagar, Malviya Nagar, New Delhi",28.5665463,77.162787,6862941300
"Street of House no-8/120, West Mehram Nagar, New Delhi",28.5658515,77.12286069999999,427807595
"H.No. 68 to 85 A, Mohammadpur, New Delhi",28.5653646,77.1880559,4233127315
"H. No. 2, Near Mata Chowk (Near Old Primary School), Pandwala Kalan,
New Delhi",28.5647617,76.9513432,6645561147
"House No. C-86, Near Gyan Jyoti Public School, Pachiya Mohalla, Chhawla, New Delhi",28.5645596,77.00101169999999,6645561147
"H.no-A-1/8 to H.no-A-1/12 and H.no-A-2/17 to H.no-A-2/32, Lal Quarter,
Krishna Nagar, Delhi-51",28.5642993,77.1701089,4231823117
"H.No. 22 to 87, National Park, Lajpat Nagar-IV, New Delhi",28.5642859,77.2369229,4235090967
"H.no B-78/6 to B-78/9 (both sides) and A-77/6 to A-77/8, Private Colony,
Dilshad Garden, Delhi",28.5636022,77.2599122,2797954940
"
Anganwadi wali gali, Kaba Mohalla, Chhawla, New Delhi",28.5629263,77.004097,6645561147
"
Near Shiv Mandir, Kaba Mohalla, Chhawla, New Delhi",28.5623562,77.00681689999999,6645561147
"Street of House no. T 57/60,East Mehram Nagar,New Delhi",28.5621747,77.1247863,5173200390
"Street of H.No. 52/60 and 47/60, East Mehram Nagar, New Delhi",28.5621747,77.1247863,5173200390
"Street of H.No. 17/60 to 30/60, East Mehram Nagar, New Delhi",28.5621747,77.1247863,5173200390
"Street of H.No T-11/60 and 42/60, East Mehram nagar, New Delhi",28.5621747,77.1247863,5173200390
"Street of H.No. S/313/130 and S/3l3/190, East Mehram Nagar New Delhi",28.5621747,77.1247863,5173200390
"D-6/4 to D-6/7 Vasant Vihar, New Delhi",28.5620386,77.1531835,4231409031
"H.No-131 to 161 Sector-4 R.K Puram, New Delhi",28.561752,77.18074,412330955
"House No. C-270, Kurat Mohalla, Chhawla, New Delhi",28.5613723,77.0020301,6645561147
"
H.No. 25, N-BLOCK, SADH MOHALLA, CHHAWLA, NEW DELHI",28.5613723,77.0020301,6645561147
"Gali-07, Mandir Wali Gali, Near Modern Public School, East Gorakh Park,
Shahdara (H.No. 1/7315 to 1/7319A and 1/7330 to 1/7333)",28.5613482,77.2072084,6435170780
"A-143, D-38 & D-130, Classic Apartment, Plot No.11,Sec-22, Dwarka, ND",28.5603105,77.0562321,1987556080
"House No. D-158, Gali No.-04, Mukund Vihar, Delhi including left & right
house and houses in front of them",28.560257,77.1617358,4231249285
"F-2 & F-10 Vishnu Garden , New Delhi",28.5602545,77.1561553,1902764804
"Masihgarh Village, NewDelhi",28.5585054,77.2750947,4210662990
"H. No.-57-D, CBI Colony, Vasant Vihar, New Delhi to H No. 57-R, CBI Colony, Vasant Vihar, New Delhi",28.5572086,77.1622999,4231249285
"Main Road to 64C, Zamrudpur Greater Kailash, New Delhi",28.5571147,77.2369229,4235090967
"VPO Dhansa, New Delhi-110073 (F.No. SDM/NG/SW/2020-21/2548-M)",28.5544853,76.8650289,6645561147
"VPO Dhansa, New Delhi-110073 (F.No. SDM/NG/SW/2020-21/2549-M)",28.5544853,76.8650289,6645561147
"Street of House no 631, Shahbad Mohd. Pur,New Delhi",28.55436,77.0681117,1987556080
"Street of House no 818, Shahbad Mohd. Pur, New Delhi",28.55436,77.0681117,1987556080
"
Street of H.No. 825, Lamba Mohalla, Shahbad Mohd. Pur, New Delhi",28.55436,77.0681117,1987556080
"
H.No. 109, Munirka Village, New Delhi",28.5532118,77.1744823,4231823114
"Main Chowk, VPO Dhansa, New Delhi-110073",28.5528836,76.9009961,6645561147
"H. No.-26, H. No.-50, H. No.- 66 and H. No.-66 (A) of Village Munirka, New Delhi",28.5516967,77.1742012,4231823114
"Vpo Malik Pur, New Delhi",28.5504598,76.9001986,6645561147
"Akbar Lane, C Block, Shaheen Bagh, New Delhi",28.546813,77.30422999999999,3975750856
"Entire affected area of 1A2 to 1C2, Jia Sarai, New Delhi",28.5462129,77.1889735,4233127316
"
Harijan Basti, Village Kanganheri, New Delhi",28.5461863,76.9901874,1987556080
"Gali from H. No. F-41B toH. No. F-163B, F-Block, Shaheen Bagh, Delhi",28.5457908,77.2988713,4231402826
"Shaheen Masjid Lane , F Block , Shaheen Bagh, New Delhi",28.5457908,77.2988713,4231402826
"Hno. G-82 to G-113, G-76 to G-170 & G-153 to G-183, Harkesh Nagar, New Delhi.",28.5450194,77.2757147,4210662990
"CN- 296, A-160(CN-2382), A-207(CN-2383), A-163, A-207, CN-300 and CN-
2834 of A-Block, Mahipalpur, New Delhi",28.5448686,77.1281345,345576013
"CN- 296, A-160(CN-2382), A-207(CN-2383), A-163, A-207, CN-300 and CN-
2834 of A-Block, Mahipalpur, New Delhi",28.5448686,77.1281345,345576013
"Hno H-32 by 5(Two house) & H-32 by 4, Gali no-22, Jai Prakash Nagar,
Seelam pur,Delhi",28.5429918,77.30046709999999,4231402826
"Block-E, Harkesh Nagar, New Delhi",28.5428987,77.2752204,4210662990
"House No. B-367, MCD Flats, New Usmanpur, Delhi including left & right
house and houses in front of them",28.541925,77.2223727,2295400166
"Entire affected area of C-49 to C-51 Katwaria Sarai, New Delhi",28.5411219,77.1894934,2423992601
"
House No. 18/1 to 18/5, Kalkaji, Opposite Deshbandhu College, New Delhi",28.5401392,77.254763,6415836068
"Hno X/1510 to Hno 331/67 and Hno X/1509 to Hno X/1507, Gali no-7,
Rajgarh Colony, Delhi",28.5358927,77.2631364,6511412345
"H.No. 107, Old Bhagat Gym Wali gali, Near Flyover bijwasan, New Delhi",28.5351467,77.05031590000002,5173200370
"Gali No. 5, 5A & 6, Govindpuri, Delhi",28.535019,77.267031,6511412345
"H.No. 123 to H.No. 205, Gali No. 7, Sarpanch Wada, Mandwali, Delhi",28.5348112,77.26563550000002,6511412345
"House No. 610 to 614 & 590 to 593, Gali No-7, Meet Nagar, Delhi",28.5348084,77.26564139999999,6511412345
"Whole area of Bhanger Mohalla, Madanpur Khadar Village under Sarita Vihar Sub Division",28.5347444,77.2997735,4231402826
"Whole area of Bhanger Mohalla, Madanpur Khadar Village under Sarita Vihar Sub Division",28.5347444,77.2997735,4231402826
"WHOLE AREA OF POCKET-A, SARITA VIHAR",28.5346313,77.28720609999999,4210624766
"Gali No. 7 & 8, Govindpuri, Delhi",28.534172,77.264686,6511412345
"
H. No. 314, Saini Mohalla, Near Golok Dham Temple, Bijwasan, New Delhi",28.533493,77.05959399999999,5173200370
"House No. C-76, Ambedkar Colony, Bijwasan",28.5325722,77.0530452,5173200370
"H.N. 167, Village Ghumenhera, New Delhi-73",28.5319993,76.9239727,1987556080
"WHOLE AREA OF POCKET-B, SARITA VIHAR under Sarita Vihar Sub-Division",28.5318979,77.2886424,4210624765
"
Village Badusarai, New Delhi.",28.5295945,76.9864681,1987556080
"H. No. 50, Hauz Rani, New Delhi, from Mother Dairy to back corner of Raja
Ram Mohan School, Hauz Rani, New Delhi.",28.529549,77.21297779999999,2507343938
"H.No.36-37 and H.No.28-29 of C- Block, Vikaspuri, New Delhi",28.52771,77.281097,6618150041
"H no. 131 Gali no. 2, Kapashera",28.5261748,77.0770216,427807595
"H.No. F-713, Lado Sarai, New Delhi",28.5259604,77.19701350000001,2955386769
"Gali No. 1, Tughlakabad Extension, New Delhi",28.5254096,77.2575844,6415836068
"
Entire Lane H.No. 16/21 to H.No. 16/30, Dakshinpuri, New Delhi",28.5243717,77.2363582,4235090961
"Whole Residential Area of Village Rawta, New Delhi.",28.5237806,76.90226539999999,1987556080
"
H. No. 107, Talab Wali Gali, Village Bamnoli, New Delhi",28.5231815,77.0818444,427807595
"House No. 420,MamaBhanja Chowk, Kapashera, New Delhi.",28.522973,77.08090899999999,427807595
"Entire afected area of 1073/1, Ward No. 1, Mehrauli, New Delhi",28.522956,77.179082,412330955
Main Gali of F-Block from HNo. 306 to 379 Dakshin puri new Delhi,28.5226518,77.23897,1800793715
"Block-86,Sec-01,Gole Mkt, New Delhi",28.522635,77.217477,2293345133
"Gali No. 13 & 14, Tughlakabad Extension, New Delhi",28.5224135,77.2596064,6511412345
"Entire affected area of Khasra No. 1093, St. John's Church Compund, Ward No. 1, Mehrauli (adjacent to the bus terminal), New Delhi",28.5221392,77.18032869999999,412330955
"Entire Lane from H.No. 245 to H.No. 262, Block-H, Dakshinpuri, New Delhi",28.5209002,77.2431012,4235038996
"Block H-1st, Madangir, New Delhi",28.5206905,77.230595,4235090961
"H.No. 268/D, 28, Ward No. 2 Mehrauli, New Delhi",28.5204637,77.17866599999999,412330955
"Entire Lane from H.No. 337 to H.No. 348, Block-5, Dakshinpuri, New Delhi",28.520099,77.239389,1800793715
"H.No.-76, Gali No.1, Kapashera, New Delhi",28.5196719,77.2024155,2955379385
"Entire Lane from H.No. 203 to 289 Block-C, Dakshinpuri, New Delhi",28.5192079,77.2353993,4235090961
"Entire affected area of 1041-A, Ward No. 8, Mehrauli, New Delhi",28.5175928,77.17999139999999,412330955
"Maa Durga Apartments, Ward No. 3, Mehrauli, New Delhi",28.5172151,77.17527659999999,4231823114
"Entire Lane H.No. 169 to 192, RPS Colony, Khanpur, New Delhi-10062",28.515689,77.230148,4235090961
"Affected area around H.No. 192/4, Devli village, New Delhi",28.512727,77.232614,4235090961
"H.No. 24 to 57, Gali No.8-A, G-Block, Sangam Vihar, New Delhi",28.5090353,77.2503792,6282635300
"Flat No. 1265 to Flat No. 1272, C-1, Vasant Kunj, New Delhi",28.5082109,77.1689689,4231823110
"Block – D, Gali No.4, Sangam Vihar, New Delhi",28.5068605,77.2456488,4235038996
"Street of House no - E-16 to E-18, Railway Colony, Bengali Market, New Delhi",28.5068569,77.28936060000001,4210624765
"whole Area of Block-E, Block-D and Block D3 of Hari Nagar Extension, Jaitpur",28.5051304,77.3166476,837540913
"whole Area of Block-E, Block-D and Block D3 of Hari Nagar Extension, Jaitpur",28.5051304,77.3166476,837540913
"Block-E, Gali No. 6-A and 7, Sangam Vihar, New Delhi",28.5047582,77.2427809,4235038996
"Block-G(Gali No. 2 & 3), Block - H(Gali No. 3,4,5 & 6) and Block - I(Gali No. 2), Gyan Mandir Road, Jaitpur Ext., Jaitpur, New Delhi",28.5031055,77.3343204,1818312408
"Block-G(Gali No. 2 & 3), Block - H(Gali No. 3,4,5 & 6) and Block - I(Gali No. 2), Gyan Mandir Road, Jaitpur Ext., Jaitpur, New Delhi",28.5031055,77.3343204,1818312408
"Hno. Rz27/A, Gali no. 09, sangam Vihar, Dharampura, Najafgarh",28.5017467,77.25149309999999,6282635300
"Block F-2, Sangam Vihar, New Delhi",28.5005526,77.2455444,4235038996
Affected area around H.No. 291 and H.No. 295 Near Dispensary Chattarpur Village New Delhi,28.497817,77.18329299999999,412330955
"H.No. 790 Gali No. 14, L-Block Sangam Vihar Delhi",28.4977755,77.233372,4235090961
"H.No.-72, Gali No-03, Sangam vihar, Dharampura, Najafgarh, New Delhi-
110043",28.4968657,77.2426053,4235038996
"
H No- F-403 to F-408 and F-428 of Village Ghitorni, New Delhi",28.4964413,77.1393872,1036203901
"Affected area around H.No. 1890 and H.No. 1891, Gali No. 3, L-Ist Sangam Vihar, New Delhi.",28.4962821,77.24300219999999,4235038996
"Block – G, Gali No.12, Sangam Vihar, New Delhi",28.4959914,77.2333335,4235090961
"Gali No. 22, 23, 24, 25 & 26 Molarband Extension, Badarpur, New Delhi",28.4932678,77.3113529,837540913
"Whole area of Block – D & Block –E, Mohan Baba Nagar, Badarpur, New Delhi",28.493008,77.3138876,837540913
"Whole area of Block – D & Block –E, Mohan Baba Nagar, Badarpur, New Delhi",28.493008,77.3138876,837540913
"Gali No. 64,65,66 &67 Molarband Extension, Molarband, Badarpur, New Delhi",28.4916399,77.3160363,837540913
"Gali No. 70, 71, 72, 73, 74 & 75 Molarband Extension, Badarpur, New Delhi",28.4870752,77.3122846,837540913
"Entire affected area of H.No. 265, Near Utkal Public School, F-Block, Phase- VI, Aya Nagar, New Delhi",28.4691596,77.13013819999999,345576013
"Entire gali of H.No. 224, Gali No. 26, F-Block, Phase-VI, Aya Nagar, New Delhi",28.4685366,77.13073519999999,345576013